Train_Number,Train_Name,Start_Station,Start_Code,Destination_Station,Destination_Code,Departure,Arrival
6347,Bangalore Express,Eranakulam Junction,ERS,Bangalore Cy Junction,SBC,09:45,23:15
12678,Bangalore Express,Eranakulam Junction,ERS,Bangalore Cy Junction,SBC,23:22,12:20
22607,Bangalore Superfast Express,Eranakulam Junction,ERS,Bangalore Cy Junction,SBC,06:10,23:42
12683,Bangalore Superfast Express,Eranakulam Junction,ERS,Bangalore Cy Junction,SBC,15:00,08:53
2854,Ers Src Premium,Eranakulam Junction,ERS,Santragachi Junction,SRC,09:18,05:46
2852,Santragachi Express,Eranakulam Junction,ERS,Santragachi Junction,SRC,13:03,17:20
16303,VanchREWAd Express,Eranakulam Junction,ERS,Trivandrum Cntl,TVC,06:07,09:19
6550,Yesvantpur Express,Eranakulam Junction,ERS,Yesvantpur Junction,YPR,12:27,07:52
,,,,,,,
4740,Fzr Bkn Special,Firozpur Cant,FZR,Bikaner Junction,BKN,21:12,12:50
14626,Dee Intercity,Firozpur Cant,FZR,Delhi S Rohilla,DEE,12:17,20:40
13308,Gangasatluj Express,Firozpur Cant,FZR,Dhanbad Junction,DHN,10:13,06:18
7138,Fzr Hyb Special,Firozpur Cant,FZR,Hyderabad Decan,HYB,07:42,06:13
5718,Fzr Kir Special,Firozpur Cant,FZR,Katihar Junction,KIR,11:33,07:58
19024,Fzr Bct Janta,Firozpur Cant,FZR,Mumbai Central,MMCT,05:46,17:35
12138,Punjab Mail,Firozpur Cant,FZR,Mumbai Central,MMCT,11:08,10:19
5216,Fzr Shc Special,Firozpur Cant,FZR,Saharsa Junction,SHC,20:59,23:15
,,,,,,,
15232,Gondia Bju Express,Gondia Junction,G,Barauni Junction,BJU,15:00,16:31
15118,Gondia Cpr Express,Gondia Junction,G,Chhapra,CPR,18:51,13:13
15230,Sarnath Express,Gondia Junction,G,Chhapra,CPR,07:29,19:58
12106,Vidarbha Express,Gondia Junction,G,Mumbai Central,MMCT,01:08,21:27
12070,Janshatabdi Express,Gondia Junction,G,Raigarh,RIG,19:01,17:21
8891,G Sc Superfast Special,Gondia Junction,G,Secunderabad Junction,SC,17:45,15:47
8897,G Shm Special,Gondia Junction,G,Shalimar,SHM,04:33,04:48
8297,G Src Special,Gondia Junction,G,Santragachi Junction,SRC,02:14,08:38
11040,Maharashtra Express,Gondia Junction,G,Solapur Junction,SUR,08:44,02:23
,,,,,,,
22409,Anvt Garib Rath,Gaya Junction,GAYA,Anand Vihar Terminal,ANVT,21:28,19:39
2397,Gaya Anvt Special,Gaya Junction,GAYA,Anand Vihar Terminal,ANVT,14:54,11:09
1660,Gaya Hbj Special,Gaya Junction,GAYA,Habibganj,HBG,23:04,08:35
13024,Gaya Hwh Express,Gaya Junction,GAYA,Howrah Junction,HWH,17:15,02:09
1710,Gaya Jbp Special,Gaya Junction,GAYA,Jabalpur,JBP,16:09,04:36
15619,Gaya Kyq Wkly E,Gaya Junction,GAYA,Kamakhya,KYQ,00:04,14:15
12389,Gaya Ms Express,Gaya Junction,GAYA,Chennai Egmore,MS,01:04,21:19
12397,Mahabodhi Express,Gaya Junction,GAYA,New Delhi,NDLS,03:19,06:55
,,,,,,,
12505,North East Express,Guwahati,GHY,Anand Vihar Terminal,AVNT,10:09,01:07
15632,Ghy Bme Bkn Express,Guwahati,GHY,Bikaner Junction,BKN,07:06,14:28
5969,Ghy DBRG Special,Guwahati,GHY,Dibrugarh,DBRG,00:31,18:43
5609,Ghy Gkp Special,Guwahati,GHY,Gorakhpur Junction,GKP,11:03,17:55
2502,Ghy Hwh Special,Guwahati,GHY,Howrah Junction,HWH,04:02,21:42
3058,Ghy Hwh Special,Guwahati,GHY,Howrah Junction,HWH,10:15,14:20
12346,Saraighat Express,Guwahati,GHY,Howrah Junction,HWH,02:28,08:27
15653,Amarnath Express,Guwahati,GHY,Jammu Tawi,JAT,19:27,12:05
15651,Lohit Express,Guwahati,GHY,Jammu Tawi,JAT,00:34,19:06
6335,Ghy Kcvl Special,Guwahati,GHY,Kochuveli,KCVL,09:36,09:37
12518,KOAA Garib Rath,Guwahati,GHY,Kolkata,KOAA,13:23,11:31
15646,Ghy Ltt Express,Guwahati,GHY,Lokmanyatilak T,LTT,03:21,10:24
15648,Ghy Ltt Express,Guwahati,GHY,Lokmanyatilak T,LTT,22:55,08:38
15617,Ghy Nhln I C Express,Guwahati,GHY,Mumbai Central,MMCT,03:30,16:56
15630,Guwahati Ms Express,Guwahati,GHY,Chennai Egmore,MS,22:17,11:23
12501,Porvotr S Kranti,Guwahati,GHY,New Delhi,NDLS,08:22,21:17
15636,Dwarka Express,Guwahati,GHY,Okha,OKHA,11:59,22:09
15640,Ghy Puri Express,Guwahati,GHY,Puri,PURI,23:00,16:01
12510,Ghy Sbc Express,Guwahati,GHY,Bangalore Cy Junction,SBC,01:25,09:31
12514,Ghy Sc Express,Guwahati,GHY,Secunderabad Junction,SC,14:41,15:04
7250,Ghy Sc Special,Guwahati,GHY,Secunderabad Junction,SC,02:45,19:46
7150,Ghy Sc Special,Guwahati,GHY,Secunderabad Junction,SC,03:29,05:39
55615,Ghy Scl Passenger,Guwahati,GHY,Silchar,SCL,05:32,03:10
2262,Ghy Sdah Premiu,Guwahati,GHY,Sealdah,SDAH,09:54,00:07
15658,Kanchanjunga Express,Guwahati,GHY,Sealdah,SDAH,02:30,08:13
12516,Ghy Tvc Express,Guwahati,GHY,Trivandrum Cntl,TVC,09:36,06:54
12508,Ghy Tvc Express,Guwahati,GHY,Trivandrum Cntl,TVC,09:01,16:24
,,,,,,,
19452,Bandra T Express,Gandhidham Bg,GIMB,Bandra Terminus,BDTS,11:05,08:28
12937,Garbha Express,Gandhidham Bg,GIMB,Howrah Junction,HWH,18:29,04:44
9455,Gimb Indore Special,Gandhidham Bg,GIMB,Indore Junction Bg,INDB,01:32,06:35
14802,Jodhpur Express,Gandhidham Bg,GIMB,Jodhpur Junction,JU,20:35,10:26
22484,Jodhpur Express,Gandhidham Bg,GIMB,Jodhpur Junction,JU,15:19,00:33
15667,Kamakhya Express,Gandhidham Bg,GIMB,Kamakhya,KYQ,02:29,18:23
16335,Nagercoil Express,Gandhidham Bg,GIMB,Nagercoil Junction,NCJ,12:19,12:59
12993,Gimb Puri Express,Gandhidham Bg,GIMB,Puri,PURI,22:27,10:04
19453,Gimb Puri Express,Gandhidham Bg,GIMB,Puri,PURI,10:35,00:17
16505,Gimb Sbc Express,Gandhidham Bg,GIMB,Bangalore Cy Junction,SBC,10:13,08:42
18502,Gimb Vskp Express,Gandhidham Bg,GIMB,Vishakapatnam,VSKP,23:34,09:07
,,,,,,,
19410,Gkp Adi Express,Gorakhpur Junction,GKP,Ahmedabad Junction,ADI,18:15,12:43
2527,Anvt Premium Special,Gorakhpur Junction,GKP,Anand Vihar Terminal,ANVT,13:14,04:54
15057,Gkp Anvt Express,Gorakhpur Junction,GKP,Anand Vihar Terminal,ANVT,16:34,11:21
5027,Gkp Anvt Special,Gorakhpur Junction,GKP,Anand Vihar Terminal,ANVT,16:01,01:14
5035,Gkp Anvt Special,Gorakhpur Junction,GKP,Anand Vihar Terminal,ANVT,06:07,17:56
5039,Gkp Anvt Special,Gorakhpur Junction,GKP,Anand Vihar Terminal,ANVT,06:00,14:27
5051,Gkp Anvt Special,Gorakhpur Junction,GKP,Anand Vihar Terminal,ANVT,21:59,17:33
5037,Gkp Anvt Special,Gorakhpur Junction,GKP,Anand Vihar Terminal,ANVT,03:34,02:15
5057,Gkp Anvt Special,Gorakhpur Junction,GKP,Anand Vihar Terminal,ANVT,12:02,06:19
13508,Gkp Asn Express,Gorakhpur Junction,GKP,Asansol Junction,ASN,02:03,06:54
19038,Avadh Express,Gorakhpur Junction,GKP,Bandra Terminus,BDTS,02:49,04:43
2533,Gkp Bdts Special,Gorakhpur Junction,GKP,Bandra Terminus,BDTS,15:07,23:12
15004,Chaurichauraexp,Gorakhpur Junction,GKP,Kanpur Anwrganj,CPA,01:03,17:23
15106,Cpr Intercity,Gorakhpur Junction,GKP,Chhapra,CPR,15:33,23:58
15005,Gkp Ddn Express,Gorakhpur Junction,GKP,Dehradun,DDN,03:43,16:13
5049,Gkp Anvt Special,Gorakhpur Junction,GKP,Delhi,DLI,01:21,19:36
5610,Gkp Ghy Special,Gorakhpur Junction,GKP,Guwahati,GHY,02:14,07:25
12555,Gorakdam Express,Gorakhpur Junction,GKP,Hisar,HSR,09:56,03:16
12587,Amar Nath Express,Gorakhpur Junction,GKP,Jammu Tawi,JAT,21:09,10:39
2529,Gkp Jat Premium,Gorakhpur Junction,GKP,Jammu Tawi,JAT,09:22,04:51
3132,Gkp Koaa Special,Gorakhpur Junction,GKP,Kolkata,KOAA,12:16,05:43
3136,Gkp Koaa Special,Gorakhpur Junction,GKP,Kolkata,KOAA,03:00,05:29
15050,Gkp Kolkata Express,Gorakhpur Junction,GKP,Kolkata,KOAA,20:22,23:33
15052,Gkp Kolkata Express,Gorakhpur Junction,GKP,Kolkata,KOAA,08:41,20:09
15048,Purvanchal Express,Gorakhpur Junction,GKP,Kolkata,KOAA,08:27,12:31
15018,Gkp Ltt Express,Gorakhpur Junction,GKP,C Shahumharaj T,KOP,08:04,11:57
15028,Maurya Express,Gorakhpur Junction,GKP,Hatia,KRBA,18:30,10:17
12531,Ljn Intercity,Gorakhpur Junction,GKP,Lucknow Ne,LNJ,01:49,11:02
11082,Gkp Ltt Express,Gorakhpur Junction,GKP,Lokmanyatilak T,LTT,08:17,10:59
11080,Gkp Ltt Express,Gorakhpur Junction,GKP,Lokmanyatilak T,LTT,17:06,08:48
2018,Gkp Ltt Premium,Gorakhpur Junction,GKP,Lokmanyatilak T,LTT,15:34,18:24
2016,Gkp Ltt Premium,Gorakhpur Junction,GKP,Lokmanyatilak T,LTT,03:52,20:11
1048,Gkp Ltt Special,Gorakhpur Junction,GKP,Lokmanyatilak T,LTT,12:22,16:00
5031,Gkp Ltt Special,Gorakhpur Junction,GKP,Lokmanyatilak T,LTT,04:40,21:20
12541,Gkp Ltt Superfast Express,Gorakhpur Junction,GKP,Lokmanyatilak T,LTT,21:05,01:17
11056,Godan Express,Gorakhpur Junction,GKP,Lokmanyatilak T,LTT,11:55,04:08
11016,KushREWAgar Express,Gorakhpur Junction,GKP,Lokmanyatilak T,LTT,18:06,09:32
1078,Gkp Cstm Special,Gorakhpur Junction,GKP,Mumbai Central,MMCT,08:21,09:00
55149,Gkp Muv Passenger,Gorakhpur Junction,GKP,Manduadih,MUV,10:17,17:28
15103,Muv Intercity,Gorakhpur Junction,GKP,Manduadih,MUV,15:10,19:13
15019,Ntv Intercity,Gorakhpur Junction,GKP,Nautanwa,NTV,12:01,03:51
15045,Gkp Okha Express,Gorakhpur Junction,GKP,Okha,OKHA,04:09,09:58
15029,Gkp Pune Express,Gorakhpur Junction,GKP,Pune Junction,PUNE,04:19,02:43
11038,Gkp Pune Express,Gorakhpur Junction,GKP,Pune Junction,PUNE,20:44,15:46
5023,Gkp Pune Special,Gorakhpur Junction,GKP,Pune Junction,PUNE,15:44,07:21
12589,Gkp Sc Express,Gorakhpur Junction,GKP,Secunderabad Junction,SC,10:02,17:45
15022,Gkp Shm Express,Gorakhpur Junction,GKP,Shalimar,SHM,18:36,14:57
12511,Rapti Sagar Express,Gorakhpur Junction,GKP,Trivandrum Cntl,TVC,17:57,15:01
15023,Gkp Ypr Express,Gorakhpur Junction,GKP,Yesvantpur Junction,YPR,20:55,02:39
12591,Gkp Ypr Express,Gorakhpur Junction,GKP,Yesvantpur Junction,YPR,14:24,11:01
15015,Gkp Ypr Express,Gorakhpur Junction,GKP,Yesvantpur Junction,YPR,17:49,04:52
,,,,,,,
57306,Gnt Kcg Passenger,Guntur Junction,GNT,Kacheguda,KCG,20:20,02:57
22117,Kcg Double Deck,Guntur Junction,GNT,Kacheguda,KCG,03:05,14:09
12705,Gnt Sc Express,Guntur Junction,GNT,Secunderabad Junction,SC,04:53,11:11
17201,Golconda Express,Guntur Junction,GNT,Secunderabad Junction,SC,11:08,14:31
7229,Gnt Tpty Special,Guntur Junction,GNT,Tirupati,TPTY,15:58,19:31
12747,Palnadu Express,Guntur Junction,GNT,Vikarabad Junction,VKB,13:20,14:11
17239,Simhadri Express,Guntur Junction,GNT,Vishakapatnam,VSKP,19:57,09:48
,,,,,,,
11124,Gwl Bju Mail,Gwalior,GWL,Barauni Junction,BJU,05:13,07:13
12198,Bpl Intercity,Gwalior,GWL,Bhopal Junction,BPL,16:10,19:58
11107,Bundelkhand Express,Gwalior,GWL,Varanasi Junction,BSBS,18:21,01:40
12176,Chambal Express,Gwalior,GWL,Howrah Junction,HWH,21:30,18:01
11126,Gwl Indb Express,Gwalior,GWL,Indore Junction Bg,INDB,11:18,11:06
1016,Gwl Ltt Special,Gwalior,GWL,Lokmanyatilak T,LTT,17:31,15:00
11102,Gwl Pune Express,Gwalior,GWL,Pune Junction,PUNE,19:39,22:31
,,,,,,,
22939,Hapa Bsp Express,Hapa,HAPA,Bilaspur Junction,BSP,06:38,14:20
9535,Hapa Bsp Superfast Special,Hapa,HAPA,Bilaspur Junction,BSP,18:47,02:13
12475,Hapa Jat Express,Hapa,HAPA,Jammu Tawi,JAT,01:02,09:16
22908,Hapa Madgaon Express,Hapa,HAPA,Madgaon,MAO,18:49,12:39
9534,Madgaon Superfast Special,Hapa,HAPA,Madgaon,MAO,04:47,09:02
29060,ST Intercity,Hapa,HAPA,SURAT,ST,00:59,08:51
19578,Hapa Ten Express,Hapa,HAPA,Tirunelveli Junction,TEN,14:52,08:32
12998,Hapa Ten Superfast Express,Hapa,HAPA,Tirunelveli Junction,TEN,21:36,00:15
,,,,,,,
1653,Hbj Bdts Superfast Special,Habibganj,HBJ,Bandra Terminus,BDTS,16:54,05:33
1659,Hbj Gaya Special,Habibganj,HBJ,Gaya Junction,GAYA,11:42,07:43
22183,Ind Double Deck,Habibganj,HBJ,Indore Junction Bg,INDB,12:55,23:23
19324,Indb Intercity,Habibganj,HBJ,Indore Junction Bg,INDB,02:43,01:41
1267,Hbj Jbp Special,Habibganj,HBJ,Jabalpur,JBP,11:49,18:37
12529,Intercity Express,Habibganj,HBJ,Jabalpur,JBP,20:39,19:33
22187,Intercity Express,Habibganj,HBJ,Jabalpur,JBP,02:00,22:00
12061,Jbp Janshatabdi,Habibganj,HBJ,Jabalpur,JBP,18:42,19:34
1402,Hbj Ltt Special,Habibganj,HBJ,Lokmanyatilak T,LTT,07:33,23:30
12154,Hbj Ltt Superfast Express,Habibganj,HBJ,Lokmanyatilak T,LTT,16:02,22:15
12001,Ndls Shatabdi E,Habibganj,HBJ,New Delhi,NDLS,22:49,04:22
1658,Hbj Ngp Special,Habibganj,HBJ,Nagpur Junction,NGP,04:19,19:21
12155,Bhopal Express,Habibganj,HBJ,Hazrat Nizamuddin,NMZ,21:35,19:13
1652,Hbj Pune Special,Habibganj,HBJ,Pune Junction,PUNE,21:55,13:42
2185,Hbj Rewa Special,Habibganj,HBJ,Rewa,REWA,15:01,00:36
2189,Hbj Rewa Superfast Special,Habibganj,HBJ,Rewa,REWA,22:38,19:29
2191,Hbj Rewa Superfast Special,Habibganj,HBJ,Rewa,REWA,12:18,04:57
12185,Rewanchal Express,Habibganj,HBJ,Rewa,REWA,20:13,13:17
,,,,,,,
12364,Hdb Koaa Superfast Express,Haldibari,HDB,Kolkata,KOAA,04:39,03:32
12344,Darjeeling Mail,Haldibari,HDB,Sealdah,SDAH,20:59,10:23
23142,Teesta Torsa Express,Haldibari,HDB,Sealdah,SDAH,17:13,05:06
,,,,,,,
12873,Jharkhand S J E,Hatia,HTE,Anand Vihar Terminal,ANVT,18:34,03:58
12817,Jharkhand Sj Express,Hatia,HTE,Anand Vihar Terminal,ANVT,05:35,16:00
8894,Hte G Special,Hatia,HTE,Gondia Junction,G,05:27,05:32
15027,Maurya Express,Hatia,HTE,Gorakhpur Junction,GKP,05:28,03:31
18616,Hte Rnc Hwh Express,Hatia,HTE,Howrah Junction,HWH,07:07,05:08
12812,Hte Ltt Super,Hatia,HTE,Lokmanyatilak T,LTT,22:27,00:53
2084,Hte Cstm Superfast Special,Hatia,HTE,Mumbai Central,MMCT,12:43,05:40
1088,Hte Cstm Special,Hatia,HTE,Mumbai Central,MMCT,23:46,20:03
8612,Hte Ngp Special,Hatia,HTE,Nagpur Junction,NGP,21:40,07:43
18626,Hte Pnbe Express,Hatia,HTE,Patna Junction,PNBE,16:55,11:51
18622,Patliputra Express,Hatia,HTE,Patna Junction,PNBE,08:17,07:55
22846,Hte Pune Express,Hatia,HTE,Pune Junction,PUNE,13:06,03:05
18451,Tapaswini Express,Hatia,HTE,Puri,PURI,10:53,22:17
18624,Hte Rjpb Express,Hatia,HTE,Rajendra Nagar,RJPB,23:08,02:49
18637,Hte Ypr Express,Hatia,HTE,Yesvantpur Junction,YPR,02:36,22:42
12835,Hte Ypr Express,Hatia,HTE,Yesvantpur Junction,YPR,00:33,15:41
8635,Hte Ypr Special,Hatia,HTE,Yesvantpur Junction,YPR,16:48,01:31
8637,Hte Ypr Special,Hatia,HTE,Yesvantpur Junction,YPR,17:15,03:00
,,,,,,,
19032,Hw Adi Mail,Haridwar Junction,HW,Ahmedabad Junction,ADI,22:58,06:47
19106,Hw Adi Mail,Haridwar Junction,HW,Ahmedabad Junction,ADI,06:05,00:08
19610,Hw Aii Express,Haridwar Junction,HW,Ajmer Junction,AII,12:41,12:33
9639,Hw Aii Special,Haridwar Junction,HW,Ajmer Junction,AII,20:06,16:42
14116,Hw Ald Express,Haridwar Junction,HW,Allahabad Junction,ALD,18:00,08:17
12053,Hw Asr Jnshtbdi,Haridwar Junction,HW,Amritsar Junction,ASR,05:13,11:33
22918,Hw Bdts Superfast Express,Haridwar Junction,HW,Bandra Terminus,BDTS,11:15,20:36
4736,Hw Bkn Special,Haridwar Junction,HW,Bikaner Junction,BKN,06:02,16:52
12912,Hw Bl Superfast Express,Haridwar Junction,HW,Valsad,BL,22:26,15:11
24887,Hw Bme Link Express,Haridwar Junction,HW,Barmer,BME,20:21,06:34
12370,Hw Hwh S F Express,Haridwar Junction,HW,Howrah Junction,HWH,02:24,09:47
3116,Hw Koaa Superfast Special,Haridwar Junction,HW,Kolkata,KOAA,09:28,12:32
12172,Hw Ltt Ac Superfast,Haridwar Junction,HW,Lokmanyatilak T,LTT,06:58,10:14
18478,Kalingautkalexp,Haridwar Junction,HW,Puri,PURI,17:19,06:02
15033,Hw Rmr Express,Haridwar Junction,HW,Ramnagar,RMR,20:14,12:09
12063,Hw Uhl Link Jsh,Haridwar Junction,HW,Una Himachal,UHL,16:07,07:49
,,,,,,,
13051,Hool Express,Howrah Junction,HWH,Siuri, SURI,13:51,05:04
13053,Hwh Suri Express,Howrah Junction,HWH,Siuri, SURI,13:37,10:38
12834,Hwh Adi Express,Howrah Junction,HWH,Ahmedabad Junction,ADI,20:18,16:09
3001,Hwh Ajmer Special,Howrah Junction,HWH,Ajmer Junction,AII,14:27,10:22
4119,Kumbha Mela Special,Howrah Junction,HWH,Allahabad Junction,ALD,10:24,19:10
12333,Vibhuti Express,Howrah Junction,HWH,Allahabad City,ALD,14:24,19:57
12341,AgnibREWA Express,Howrah Junction,HWH,Asansol Junction,ASN,13:02,06:46
13049,Amritsar Express,Howrah Junction,HWH,Amritsar Junction,ASR,18:29,12:53
13005,Amritsar Mail,Howrah Junction,HWH,Amritsar Junction,ASR,16:55,01:02
13027,Kavi Guru Express,Howrah Junction,HWH,Azimganj Junction,AZ,18:56,08:15
13017,Ganadevta Express,Howrah Junction,HWH,Azimganj Junction,AZ,05:03,19:13
12021,Bbn Janshatabdi,Howrah Junction,HWH,Barabil,BBN,00:25,11:17
12073,Bbs Jan Shatabd,Howrah Junction,HWH,Bhubaneswar,BBS,19:57,04:16
13015,Bhp Kaviguru Express,Howrah Junction,HWH,Bolpur S Niktn,BHP,08:58,01:07
12337,Santinikatanexp,Howrah Junction,HWH,Bolpur S Niktn,BHP,10:14,20:23
12307,Hwh Ju Express,Howrah Junction,HWH,Bikaner Junction,BKN,04:42,19:14
13063,Hwh Blgt Express,Howrah Junction,HWH,Balurghat,BLGT,07:23,11:24
13025,Hwh Bpl Express,Howrah Junction,HWH,Bhopal Junction,BPL,01:31,08:17
12665,Kannyakumari Express,Howrah Junction,HWH,Kanyakumari,CAPE,04:08,22:33
58011,Hwh Ckp Passenger,Howrah Junction,HWH,Chakradharpur,CKP,08:25,05:05
15235,Hwh Dbg Express,Howrah Junction,HWH,Darbhanga Junction,DBG,22:23,00:13
15959,Kamrup Express,Howrah Junction,HWH,Dibrugarh,DBRG,16:27,04:20
12327,Upasana Express,Howrah Junction,HWH,Dehradun,DDN,12:57,22:06
12847,Hwh Dgha Duront,Howrah Junction,HWH,Digha Flag Stn,DGHA,08:03,21:39
2249,Hwh Dgha Special,Howrah Junction,HWH,Digha Flag Stn,DGHA,22:19,09:53
18001,Kandari Express,Howrah Junction,HWH,Digha Flag Stn,DGHA,15:35,18:51
12857,Tamralipta Express,Howrah Junction,HWH,Digha Flag Stn,DGHA,16:48,08:49
22387,Blackdiamond Express,Howrah Junction,HWH,Dhanbad Junction,DHN,01:44,02:16
12339,Coal Field Express,Howrah Junction,HWH,Dhanbad Junction,DHN,20:12,20:19
12385,Hwh Dhn D D Express,Howrah Junction,HWH,Dhanbad Junction,DHN,18:07,09:20
12351,Danapur Junction Express,Howrah Junction,HWH,Danapur Junction,DTX,14:34,16:54
13023,Hwh Gaya Express,Howrah Junction,HWH,Gaya Junction,GAYA,03:50,12:53
3057,Hwh Ghy Special,Howrah Junction,HWH,Guwahati,GHY,18:00,12:17
12345,Saraighat Express,Howrah Junction,HWH,Guwahati,GHY,01:00,16:28
12938,Garbha Express,Howrah Junction,HWH,Gandhidham Bg,GIMB,18:29,10:10
3067,Hwh Gkp Special,Howrah Junction,HWH,Gorakhpur Junction,GKP,13:42,20:43
12175,Chambal Express,Howrah Junction,HWH,Gwalior,GWL,00:43,02:40
18615,Hwh Hatia Express,Howrah Junction,HWH,Hatia,HTE,18:43,15:41
3015,Hw Puja Special,Howrah Junction,HWH,Haridwar Junction,HW,11:13,20:48
12369,Kumbha Express,Howrah Junction,HWH,Haridwar Junction,HW,10:10,00:41
18645,East Coast Express,Howrah Junction,HWH,Hyderabad Decan,HYB,14:55,06:06
22912,Shipra Express,Howrah Junction,HWH,Indore Junction Bg,INDB,06:47,22:24
12331,Himgiri Express,Howrah Junction,HWH,Jammu Tawi,JAT,11:52,11:39
3003,Hwh Jat Special,Howrah Junction,HWH,Jammu Tawi,JAT,13:27,04:13
11448,Shaktipunj Express,Howrah Junction,HWH,Jabalpur,JBP,12:12,15:49
18005,Hwh Koraput Express,Howrah Junction,HWH,Jagdalpur,JDB,10:21,06:14
12371,Hwh Jsm Express,Howrah Junction,HWH,Jaisalmer,JSM,16:57,05:38
4824,Hwh Ju Special,Howrah Junction,HWH,Jodhpur Junction,JU,11:53,17:05
53041,Hwh Dbg Pgr,Howrah Junction,HWH,Jaynagar,JYG,09:55,02:47
13019,Bagh Express,Howrah Junction,HWH,Kathgodam,KGM,05:06,13:55
15711,Hwh Kir Express,Howrah Junction,HWH,Katihar Junction,KIR,00:15,13:43
12311,Hwh Dli Klk Mai,Howrah Junction,HWH,Kalka,KLK,20:50,00:03
13009,Doon Express,Howrah Junction,HWH,Kotdwara,KTW,18:43,17:17
12353,Hwh Lku Express,Howrah Junction,HWH,Lal Kuan,LKU,12:53,04:21
2242,Hwh Ltt Premium,Howrah Junction,HWH,Lokmanyatilak T,LTT,10:11,17:15
3061,Hwh Ltt Special,Howrah Junction,HWH,Lokmanyatilak T,LTT,11:15,06:29
2870,Hwh Ltt Special,Howrah Junction,HWH,Lokmanyatilak T,LTT,05:34,14:40
12102,Jnaneswarisupdl,Howrah Junction,HWH,Lokmanyatilak T,LTT,16:41,18:14
12152,Samarsata Express,Howrah Junction,HWH,Lokmanyatilak T,LTT,05:59,06:10
12841,Coromandal Express,Howrah Junction,HWH,Chennai Central,MAS,20:46,07:04
12839,Hwh Mas Mail,Howrah Junction,HWH,Chennai Central,MAS,06:34,15:49
2841,Hwh Mas Premium,Howrah Junction,HWH,Chennai Central,MAS,10:15,19:48
53049,Hwh Mka Passenger,Howrah Junction,HWH,MOKHAmeh Junction,MKA,01:23,09:02
53003,Hwh Mldt F Passenger,Howrah Junction,HWH,Malda Town,MLDT,20:10,12:30
13011,Hwh Mldt Intercity Express,Howrah Junction,HWH,Malda Town,MLDT,10:47,08:34
3465,Hwh Mldt Special,Howrah Junction,HWH,Malda Town,MLDT,21:34,23:18
13465,Intercity Express,Howrah Junction,HWH,Malda Town,MLDT,16:12,09:34
12860,Gitanjali Express,Howrah Junction,HWH,Mumbai Central,MMCT,16:01,10:35
12262,Hwh Cstm Duront,Howrah Junction,HWH,Mumbai Central,MMCT,19:04,08:23
12870,Hwh Cstm Express,Howrah Junction,HWH,Mumbai Central,MMCT,11:13,03:26
12810,Hwh Mumbai Mail,Howrah Junction,HWH,Mumbai Central,MMCT,11:38,09:25
12321,Hwh Mumbai Mail,Howrah Junction,HWH,Mumbai Central,MMCT,23:07,18:56
12177,Chambal Express,Howrah Junction,HWH,Mathura Junction,MTJ,00:45,14:57
22817,Hwh Mys Express,Howrah Junction,HWH,Mysore Junction,MYS,14:31,17:37
12323,Hwh Ndls Express,Howrah Junction,HWH,New Delhi,NDLS,16:01,22:15
12249,Hwh Ndls Yuva E,Howrah Junction,HWH,New Delhi,NDLS,13:37,21:10
12301,Kolkata RaJPhni,Howrah Junction,HWH,New Delhi,NDLS,09:50,15:00
12305,Kolkata RaJPhani,Howrah Junction,HWH,New Delhi,NDLS,15:57,18:01
12273,Ndls Duronto,Howrah Junction,HWH,New Delhi,NDLS,16:17,11:08
12303,Poorva Express,Howrah Junction,HWH,New Delhi,NDLS,00:43,13:57
12381,Poorva Express,Howrah Junction,HWH,New Delhi,NDLS,18:54,21:05
22309,Hwh Njp Ac Express,Howrah Junction,HWH,New Jalpaiguri,NJP,04:08,18:41
3063,Hwh Njp Special,Howrah Junction,HWH,New Jalpaiguri,NJP,04:02,09:54
3059,Njp Premium Special,Howrah Junction,HWH,New Jalpaiguri,NJP,18:01,03:10
12041,Shatabdi Express,Howrah Junction,HWH,New Jalpaiguri,NJP,03:01,13:48
12906,Hwh Pbr Okhaex,Howrah Junction,HWH,Okha,OKHA,18:05,23:36
12867,Hwh Pdy Express,Howrah Junction,HWH,Puducherry,PDY,09:41,05:36
12023,Janshatabdi Express,Howrah Junction,HWH,Patna Junction,PNBE,13:14,04:17
12827,Hwh Prr Express,Howrah Junction,HWH,Purulia Junction,PRR,03:32,15:39
12865,Lalmati Express,Howrah Junction,HWH,Purulia Junction,PRR,12:20,23:05
12130,Azad Hind Express,Howrah Junction,HWH,Pune Junction,PUNE,18:39,09:52
12222,Hwh Pune Duront,Howrah Junction,HWH,Pune Junction,PUNE,14:27,03:07
12821,Dhauli Express,Howrah Junction,HWH,Puri,PURI,12:22,16:25
12837,Hwh Puri Express,Howrah Junction,HWH,Puri,PURI,18:29,20:06
12895,Hwh Puri Express,Howrah Junction,HWH,Puri,PURI,14:37,09:11
12887,Hwh Puri Express,Howrah Junction,HWH,Puri,PURI,10:16,23:19
12881,Hwh Puri G Rath,Howrah Junction,HWH,Puri,PURI,03:37,23:07
12277,Satabdi Express,Howrah Junction,HWH,Puri,PURI,15:47,23:54
18409,PURIjagannathexp,Howrah Junction,HWH,Puri,PURI ,13:21,15:52
18627,Hwh Rnc Intercity Express,Howrah Junction,HWH,Ranchi,RNC,05:45,05:48
22891,Hwh Rnc Intercity Express,Howrah Junction,HWH,Ranchi,RNC,09:07,05:02
